PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI
74.90802376947249,55.539878651585894,39.2558525603859,53.81623953671184,4.575967026268742,70.85439364993958,25.65413247428021,22.90995910466656,192.17943956502205
190.14286128198324,162.57028421350745,37.04681986079997,63.734511775309784,6.4434586343998905,85.21841868750386,-0.5187500842158581,34.0079396173347,371.6489005792266
146.398788362281,261.8837507629225,135.9381870781555,20.03743190339992,6.081287438321272,153.81853077639246,37.98170098451482,82.34343538174568,387.94606621318053
119.73169683940732,219.66746592286836,37.431929977425916,49.98992796855991,1.2311992375501895,61.200789490780586,23.721393148808282,77.50762672537519,261.3886033053487
31.203728088487303,241.9683443584349,40.79245891929465,45.739678651499894,1.1939957579317912,156.53694326619083,-1.3537864043675167,46.29820185928602,242.72160620416426
31.19890406724053,197.6350100132152,113.90973936269455,66.62643014306168,2.1453949419593066,15.864197575804468,42.928593161466374,48.26079708306594,187.39306280808444
11.616722433639893,207.68296935535574,67.460976367581,72.48696483850084,2.8885978107282977,139.82371869755355,18.510100483442635,60.01658251651846,231.28077744245283
173.23522915498702,254.75869546959578,116.50658354327719,0.9725417181909446,3.2676446512678607,152.55857394985253,-5.990585147058975,20.01807535138509,413.67621250316745
120.22300234864176,74.90040265775578,9.804923634657786,53.92159352470341,5.437577734666762,32.72717751072098,24.475809742828694,38.093325202852085,202.11849502371712
141.6145155592091,146.82748909294213,73.13567905100764,4.146863929578322,0.45344345732668323,77.46237582699608,3.9259398857045618,35.61738564561608,265.13839028930477
4.116898859160489,66.36283254588066,5.042040027492395,43.908693206188474,0.2773816338085311,29.789959439458013,34.203139853251635,38.78622100623226,36.37199233401597
193.98197043239887,296.3004023989941,9.397980518303179,23.010618323494256,3.135284503551272,127.1887432189592,34.98021404614048,80.4429381900081,387.3834292049861
166.48852816008434,283.217801905984,135.96561800166165,24.542127961771296,5.577309537103844,96.3625982510982,43.842104572006406,40.97553924098324,414.8076575794217
42.46782213565523,11.82804341055177,20.886805667639273,28.236680276188526,1.5474827436518606,114.35820240749779,17.602824206347705,34.36409915376111,128.56837371837636
36.364993441420125,211.67255175470655,79.86310234128257,49.70339592396881,5.132035850050014,35.367654052118006,15.022628385025541,57.81975955947736,239.68257866316114
36.68090197068676,277.5744952246998,61.664340390105984,26.723997253501537,2.0786251035223957,38.114255169435516,31.441158299556434,84.9233777279549,195.52163992293387
60.84844859190754,54.17260353820006,52.1014989388264,58.615924047222435,7.088688870508131,7.469518591783146,-2.7141139011940387,38.10122778781249,178.0225473886278
104.95128632644757,170.38356916578883,134.97500185309087,32.36219084590957,7.165519554132932,57.972156335231354,20.08035325862183,25.890218209459903,303.036054994232
86.38900372842315,274.6464892764126,3.273509516323425,5.468256024796689,2.378297634250612,100.75403904006149,20.0436180071968,46.73035518872486,274.47603912668063
58.245828039608384,10.183793575739653,99.56845292633837,62.70078739872858,1.839950031705924,154.4282845195192,-5.078978245428703,76.07388684237333,195.22666856194536
122.3705789444759,209.226080174052,144.50916513203256,22.86066596741648,3.29043177652985,120.04694054256252,12.989124702880247,61.3017908521096,331.48382601080124
27.898772130408368,89.20470221176522,84.02522751927629,34.62135036794101,1.9242526814411898,78.37133821195526,36.93066392119611,81.25950271807605,151.173220793345
58.42892970704363,277.3188586129591,140.52336930496378,54.835510657752124,5.379070746333629,171.5616205909448,37.08844920970631,91.96941107069254,347.5935604031445
